"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0001819","positive regulation of cytokine production","140/2780","449/23210",8.73195368541239e-28,4.82559513214745e-25,2.96217950380736e-25,"Ccl5/Ptgs2/Tarm1/Rasgrp1/C3/Il6/Slamf1/Il1f9/Rsad2/Hilpda/Cebpb/Tnfsf15/Il27/Sulf2/Cd28/Il1rn/Jak2/Il12rb2/Il4ra/Cd40/Nod1/Irf7/Havcr2/Adora2b/Il1r1/Traf2/Ddx58/Rock2/Il1rl1/Malt1/Nlrp1b/Slamf6/Cd274/Clec4e/Stat1/Rnf135/Ddx60/Dhx58/Trem2/Cadm1/Mndal/Pde4b/Peli1/Bcl3/Ticam1/Casp4/Tlr9/Ifih1/Tlr1/Irf1/Il18/Lrp1/Hgf/Fgr/Tlr5/C1qbp/Thbs1/Gprc5b/Trim6/Lgals9/Nod2/Anxa1/Ifi204/Ifi211/Il10/Tnfsf4/Ncl/P2ry2/Syk/Il1a/Tlr4/Il1b/Il23r/Il15/Il17ra/H2-T23/Mmp12/Ccdc88b/Osm/Tlr3/Clec4n/Il12a/Casp1/Lta/Ddit3/Ticam2/Il1rl2/Ddx1/Ulbp1/Cd200/Hmgb2/Arid5a/Tbk1/Dhx9/Hspd1/Hif1a/Mcoln2/Nr4a3/Tnf/Ccl2/Scamp5/Riok3/Lpl/Ptpn22/Stat3/Brca1/Il12rb1/Ccr2/Lrrfip2/Polr3g/Tnfsf9/Ifnar1/Myd88/Src/H2-M3/Cd276/Cd36/Psen1/Gsdmd/Plcg2/Tmem173/Ddx21/Ccl4/Spn/Rtn4/Serpine1/Il27ra/Il12b/Clec9a/Pik3r1/Hmgb1/Ptafr/Il1f6/Irf8/Park7/Hdac2/Trim16/Wnt11/Flt4/Ly9",140
"BP","GO:0002683","negative regulation of immune system process","144/2780","473/23210",2.34392522666477e-27,1.18739345440793e-24,7.28878502502335e-25,"Tarm1/Acod1/Slfn1/Slamf1/Socs1/Cebpb/Adora2a/Cst7/Fas/Nfkbia/Arg2/Cd300lf/Il4ra/Zc3h12a/Havcr2/Tmem178/Tapbpl/Tnfaip3/Fgl2/Il1rl1/Parp14/Pde5a/Ccl12/Cd274/Dhx58/Fcgr2b/Irak3/Peli1/Gpr18/H4c6/Hist1h4n/Smpdl3b/Adar/Myc/Tlr9/H4c8/Irf1/Il18/H4c12/C1qbp/Thbs1/Lgals9/Tmem176a/Casp3/Rabgef1/H4c1/Nod2/Trim30a/Runx3/Trafd1/Anxa1/H4c3/Il10/Tnfsf4/Zbtb16/Tap1/H4c4/C5ar2/H4c2/Plcl2/Pparg/H2-T23/Htra1/Serpinb9/Samhd1/Hmgb3/Bcl6/Mmp12/Itpkb/Rnf26/Stap1/Padi2/Ptk2b/Dusp22/Ticam2/Slamf8/Prmt1/Hmox1/Cd200/Bank1/Clec2d/Id2/Milr1/Nme1/Cnr2/Cd44/Zc3h12d/Tnf/Cd300a/Cd86/Riok3/Ncapg2/Ptpn22/Arg1/Fstl3/Atm/Prkdc/Dpf2/Ccr2/Ptprs/C1qc/Zfp36/Mertk/Parp3/Dusp3/H2-M3/H2-Ab1/Cd276/Loxl3/Cdk6/Mill2/Notch1/Nlrp6/Nme2/H4c14/Mul1/Trim27/Spn/Tjp2/Fam3a/Gpr55/Susd4/Ripor2/Zfp36l1/Tsc22d3/Il27ra/Il12b/Otud4/Pik3r1/Zfp608/Tmem131l/Thoc1/Pik3ap1/Nr1d1/Ezr/Cd22/Dusp1/Kitl/Akt1/Rps19/Lyn/Zbtb7b/Ilrun/Dnaja3",144
"BP","GO:0045089","positive regulation of innate immune response","92/2780","232/23210",3.79058887567011e-27,1.77253767501528e-24,1.08806781896766e-24,"Acod1/Rasgrp1/Zbp1/Ifi208/Rsad2/Ifi209/Nfkbia/Cd300lf/Irf7/Havcr2/Ifi214/Tnfaip3/Ddx58/Irgm2/Slamf6/Tnip1/Nectin2/Irgm1/Clec4e/Ddx60/Dhx58/Cadm1/Mndal/Irak3/Peli1/Smpdl3b/Parp9/Ticam1/Tlr9/Ifih1/Tlr1/Irf1/Tlr5/C1qbp/Trim6/Lgals9/Treml4/Nod2/Trim30a/Ifi204/Ifi211/Tifa/Tlr4/Irak2/H2-T23/Hmgb3/Mmp12/Matr3/Tlr3/Ifi203/Il12a/Pvr/Ticam2/Ulbp1/Hmgb2/Tbk1/Dhx9/Hspd1/Ikbke/Tnf/Cd300a/Cd86/Vav1/Riok3/Ptpn22/Prkdc/Trem3/Lrrfip2/Polr3g/Ptprs/Myd88/H2-M3/Mill2/Cd36/Nlrp6/Tmem173/Xrcc6/Colec12/Rtn4/Prkce/Il12b/Otud4/Hmgb1/Traf3/Pik3ap1/Hexim1/Nr1d1/Rps6ka3/Sfpq/Tnip2/Rps19/Lyn",92
"BP","GO:0098813","nuclear chromosome segregation","98/2780","258/23210",4.23073649026899e-27,1.83704622316751e-24,1.12766622992508e-24,"Plk1/Ect2/Kif23/Nek2/Kif2c/Bub1/Racgap1/Nusap1/Spag5/Bub1b/Nuf2/Ndc80/Stil/Fbxo5/Ttk/Cdc20/Ncapd3/Cenpe/Knstrn/Majin/Top2a/Kif14/Mad2l1/Aurkb/Ccnb1/Sgo1/Smc4/Knl1/Ncaph/Kif4/Esco2/Cenpf/Fancd2/Smc2/Cenpc1/Gen1/Sgo2a/Ncapd2/Brca2/Cdc6/Cenpk/Kif18b/Birc5/Cenpq/Ndc1/Gem/Cit/Ncapg/Rad51c/Mlh1/Dsn1/Fam83d/Eme1/Pttg1/Nsl1/Tacc3/Cdca5/Trip13/Brip1/Anapc15/Naa10/Xrcc3/Rcc2/Kif18a/Fancm/Kif22/Cdca8/Naa50/Klhdc8b/Atrx/Mtbp/Pds5b/Atm/Stag2/Ran/Anapc1/Chmp2a/Mre11a/Chmp4b/Smc3/Terf1/Tpr/Syce2/Cep192/Fen1/Spice1/Pds5a/Phb2/Ccne2/Psmg2/Rad21/Rmi1/Ddx11/Anapc11/Cenpx/Sfpq/Smc1a/Espl1",98
"BP","GO:0002697","regulation of immune effector process","132/2780","420/23210",1.25823227310049e-26,5.0991959921186e-24,3.13012870746755e-24,"Ccl5/Rasgrp1/C3/Il6/Gbp4/Slamf1/Rsad2/H2-T10/H2-M2/Il27/Cd28/Tnfrsf1b/Il4ra/Cd40/Zc3h12a/Havcr2/Adora2b/Il1r1/Tfrc/Traf2/Tnfaip3/Fgl2/Ddx58/Fcgr1/H2-Q4/H2-T24/Cfh/Malt1/Slamf6/Nectin2/Stat1/Ddx60/Dhx58/Fcgr2b/Cadm1/Dnase1l3/Irak3/Parp9/Ticam1/Pnp/Tlr9/Clcf1/Irf1/Il18/Fgr/C1qbp/Gprc5b/Trim6/Lgals9/Rabgef1/Treml4/Nod2/Anxa1/Pml/Il10/Tnfsf4/Tap1/Syk/Tlr4/Il1b/Il23r/Mlh1/Il15/H2-T23/Htra1/Serpinb9/Dtx3l/Bcl6/Mmp12/Rnf26/Tlr3/Il12a/Pvr/Lta/Dusp22/Atg5/Slamf8/Hmox1/Ddx1/Ulbp1/Arid5a/Dhx9/Clec2d/Rac2/Rif1/Hspd1/Nr4a3/Tnf/Ccl2/Cd300a/Vav1/Riok3/Sphk2/Ptpn22/Arg1/Il12rb1/Prkdc/Trim44/Ccr2/Vamp7/Parp3/H2-M3/Loxl3/Mill2/Cd36/Apobec3/Tmem173/Ddx21/Nsd2/Mul1/Phb/D6Wsu163e/Spn/Rtn4/Pms2/Susd4/Il27ra/Cxcl5/Il12b/Hmgb1/Traf3/Ptafr/H2-Q1/Trp53bp1/Thoc1/Cd22/Unc13d/Rps19/Lyn/Zbtb7b/Ilrun/H2-Q10",132
"BP","GO:0006261","DNA-dependent DNA replication","66/2780","135/23210",4.52555915219326e-26,1.71942963038643e-23,1.05546757858718e-23,"Zranb3/Fbxo5/Ticrr/Mcm5/Mcm6/Cdc7/Nucks1/Mcm3/Prim1/Dbf4/Mcm2/Etaa1/Gen1/Fgfr1/Rad51/Cdc45/Brca2/Cdc6/Dna2/Pole2/Pola1/Npm1/Pole/Samhd1/Wdhd1/Eme1/Pola2/Lig1/Prim2/Gins1/Mcm4/Wdr18/Rnaseh2a/Chek2/Fancm/E2f7/Tipin/Atrx/Polq/Pold1/Cdk2/Stag2/Pold2/Mcm8/Mre11a/Rfc4/Smc3/Rfwd3/Bod1l/Mcm10/Mms22l/Blm/E2f8/Fen1/Aicda/Ccne2/Rfc5/Timeless/Mcm9/Ddx11/Cenpx/Thoc1/Smc1a/Chtf18/Rpa1/Dnaja3",66
"BP","GO:0045786","negative regulation of cell cycle","137/2780","452/23210",7.16759967726979e-26,2.56143865115963e-23,1.57233271025548e-23,"Ptgs2/Susd2/Slfn1/Plk1/Nek2/Prr11/Bub1/Nupr1/Bub1b/Ndc80/Stil/Fbxo5/Ttk/Cenpe/Tnfaip3/Hpgd/Ticrr/Cdk1/Top2a/Ccl12/Mad2l1/Aurkb/Ccnb1/Sde2/Kntc1/Map3k20/Trim37/Myc/Irf1/Thbs1/Etaa1/Whamm/Gen1/Hhex/Casp3/Inhba/Aurka/Runx3/Topbp1/Pkd2/Cdc6/Tmem67/Pml/Ctdspl/Ier3/Birc5/Chek1/Dna2/Npm1/Timp2/Ddias/Slc9a3r1/Eme1/Pttg1/Dtl/Wdr76/Clspn/Trip13/Osm/Pidd1/Anapc15/Plaat3/Il12a/Naa10/Rad1/Ddit3/Bcl2/Xrcc3/Chek2/Cdk4/Zwilch/E2f7/Id2/Dcun1d3/Syf2/Zc3h12d/Tnf/Tipin/Skil/Atrx/Jmy/Mtbp/Brca1/Atm/Prkdc/Prpf19/Rps6ka2/Stag2/Cdkn2c/Ints7/Rpa2/Nsun2/Jade1/Ptpn3/Rbl1/Chmp2a/Rps6/H2-M3/Wee1/Prkacb/Cdk2ap2/Cdk6/Mre11a/Ezh2/Smc3/Terf1/Notch1/Rfwd3/Plk3/Myog/Znhit1/Tpr/Mcph1/Blm/Ripor2/Cep192/Zfp36l1/E2f8/Fbxo31/Atr/Il12b/Psmg2/Dgkz/Sgsm3/Rad21/Timeless/Kank2/Trp53bp1/Thoc1/Nudt6/Hexim1/Cdkn3/Rad9b/Slc25a33/Smc1a/Rrp8/Gmnn",137
"BP","GO:0007346","regulation of mitotic cell cycle","145/2780","493/23210",7.58445397612656e-26,2.56143865115963e-23,1.57233271025548e-23,"Ube2c/Slfn1/Met/Plk1/Nek2/Kif11/Bub1/Kif20b/Cd28/Cks1b/Nusap1/Bub1b/Ndc80/Hspa1a/Stil/Fbxo5/Ttk/Cenpe/Ticrr/Cdk1/Hacd1/Top2a/Kif14/Ccl12/Mad2l1/Aurkb/Ccnb1/Mki67/Kntc1/Pdpn/Cdc7/Map3k20/Cenpf/Myc/Rad51b/Dbf4/Gen1/Fgfr1/Ddb1/Anxa1/Topbp1/Pkd2/Cdc45/Brca2/Cdc6/Pml/Ctdspl/Ier3/Birc5/Chek1/Edn1/Sik1/Cit/Il1a/Il1b/Rad51c/Rcc1/Bora/Timp2/Ddias/Slc9a3r1/Eme1/Pttg1/Tacc3/Pim3/Dtl/Cdca5/Clspn/Trip13/Pidd1/Anapc15/Tpx2/Naa10/Rad50/Bcl2/Xrcc3/Rcc2/Chek2/Ddx3x/Cdk4/Zwilch/E2f7/Asns/Id2/Lrp5/Dcun1d3/Syf2/Zc3h12d/Tnf/Tipin/Rptor/Atrx/Aatf/Pdgfb/Mtbp/Cdk2/Brca1/Atm/Prkdc/Psme2/Mecp2/Stag2/Rpa2/Jade1/Anapc1/Ptpn3/Rbl1/Ccsap/Chmp2a/Parp3/Rps6/Dusp3/Wee1/Cdk2ap2/Mre11a/Ezh2/Chmp4b/Smc3/Terf1/Rfwd3/Cdc25b/Plk3/Ranbp1/Drg1/Tpr/Mcph1/Blm/Ripor2/Cep192/Zfp36l1/Anp32b/Fbxo31/Phb2/Larp7/Psmg2/Hmgb1/Dgkz/Rad21/Anapc11/Kank2/Rdx/Rad9b/Smc1a/Akt1/Cdc25c",145
"BP","GO:0043900","regulation of multi-organism process","124/2780","391/23210",1.77458520666553e-25,5.67773866911566e-23,3.48526568289712e-23,"Nos2/Ccl5/Acod1/Isg15/Isg20/Oasl1/Gbp4/Rsad2/Il27/Parp10/Arg2/Zc3h12a/Nod1/Havcr2/Timp1/Tnfaip3/Fgl2/Ddx58/Trim59/Top2a/Pde5a/Oas1b/Oas1g/Nectin2/Stat1/Ddx60/Dhx58/Nucks1/Adar/Parp9/Bst2/Oas3/Il18/C1qbp/Oas1a/Hpgds/Trim6/Lgals9/Ddb1/Treml4/Inhba/Aurka/Nod2/Trim30a/Pml/Trim25/P2ry2/Syk/Lhfpl2/Oas1c/Il1b/Il23r/Il15/Htra1/Mapkbp1/Plau/Dtx3l/Banf1/Kpna2/Mmp12/Rest/Rnf26/Ifitm1/Cav2/Morc2a/Snw1/Igf2r/Trim21/Rad50/Bcl2/P2ry1/Ddx3x/Ifitm6/Tbk1/Dhx9/Oasl2/Tnf/Riok3/Rab34/Ptpn22/Arg1/Il12rb1/Trim44/Ilf3/Zfp36/Chmp2a/Dicer1/Mre11a/Mill2/Chmp4b/Stau1/Smc3/Ppih/Apobec3/Notch1/Tmem173/Tbc1d20/Mul1/Vps37b/Ccl4/Trim27/Spn/Zfp72/Fmr1/Fam3a/Trim14/Setdb1/Cxcl5/Il12b/Aicda/Gsn/Traf3/Sash1/Ptafr/Tpst2/Lgals1/Trim28/Park7/Snx3/Ppia/Oas1f/Hdac2/Lrsam1/Ilrun",124
"BP","GO:0000819","sister chromatid segregation","77/2780","180/23210",1.92881332012791e-25,5.86262808652879e-23,3.59875958939656e-23,"Plk1/Kif23/Nek2/Kif2c/Bub1/Racgap1/Nusap1/Spag5/Bub1b/Nuf2/Ndc80/Stil/Fbxo5/Ttk/Cdc20/Ncapd3/Cenpe/Knstrn/Top2a/Kif14/Mad2l1/Aurkb/Ccnb1/Sgo1/Smc4/Ncaph/Kif4/Esco2/Smc2/Cenpc1/Gen1/Sgo2a/Ncapd2/Cdc6/Cenpk/Kif18b/Birc5/Cit/Ncapg/Rad51c/Dsn1/Pttg1/Nsl1/Tacc3/Cdca5/Trip13/Anapc15/Naa10/Xrcc3/Kif18a/Kif22/Cdca8/Naa50/Atrx/Mtbp/Pds5b/Atm/Stag2/Ran/Anapc1/Chmp2a/Mre11a/Chmp4b/Smc3/Terf1/Tpr/Cep192/Fen1/Pds5a/Phb2/Psmg2/Rad21/Ddx11/Anapc11/Sfpq/Smc1a/Espl1",77
"BP","GO:0071103","DNA conformation change","84/2780","210/23210",3.30767201608502e-25,9.57492294560991e-23,5.87754250477263e-23,"Nusap1/H3c7/H3c11/Zranb3/Parp10/H3c13/H3c10/H3c6/Nap1l1/Ncapd3/H3c8/H1f5/Suv39h1/Daxx/Cdk1/Top2a/H1f1/H2bc12/Ccnb1/Smc4/H1f3/Mcm6/H2bc3/Ncaph/H2bc7/H2bc14/H4c6/Hist1h4n/Oip5/Asf1b/H4c8/H4c12/Mcm2/Smc2/Hhex/Rad51/H4c1/Anxa1/Ncapd2/H2bc9/H4c3/H4c4/Ncapg/H4c2/H3c3/Asf1a/Mis18a/Npm1/Banf1/Cenpv/Cdca5/Hist1h2bp/H2bc18/Mcm4/Smarcc1/Rad50/Ddx1/Dhx9/Atrx/Ncapg2/Hells/Spty2d1/Smarca2/Gtf2h2/Hnrnpa2b1/Cenpp/Noc2l/Mre11a/H4c14/Brd2/H2bc21/Tpr/Mcph1/Blm/H2bu1-ps/Smyd3/Sirt6/Hmgb1/Tnp2/Mcm9/Ddx11/H3c1/H3f3a/Rpa1",84
"BP","GO:0000070","mitotic sister chromatid segregation","66/2780","146/23210",1.22364048370609e-23,3.38114113656787e-21,2.07550503097516e-21,"Plk1/Kif23/Nek2/Kif2c/Bub1/Racgap1/Nusap1/Spag5/Bub1b/Nuf2/Ndc80/Stil/Fbxo5/Ttk/Cdc20/Ncapd3/Cenpe/Knstrn/Kif14/Mad2l1/Aurkb/Ccnb1/Sgo1/Smc4/Ncaph/Kif4/Smc2/Cenpc1/Gen1/Ncapd2/Cdc6/Cenpk/Kif18b/Birc5/Cit/Ncapg/Dsn1/Pttg1/Nsl1/Tacc3/Cdca5/Trip13/Anapc15/Naa10/Xrcc3/Kif18a/Kif22/Cdca8/Naa50/Atrx/Mtbp/Pds5b/Atm/Ran/Anapc1/Chmp2a/Chmp4b/Terf1/Tpr/Cep192/Pds5a/Psmg2/Rad21/Anapc11/Smc1a/Espl1",66
"BP","GO:0044772","mitotic cell cycle phase transition","111/2780","356/23210",2.84632309480904e-22,7.52295569275833e-20,4.61794753825998e-20,"Ube2c/Slfn1/Ccna2/Plk1/Ccnb2/Bub1/Cks1b/Bub1b/Ndc80/Stil/Fbxo5/Ttk/Cenpe/Ticrr/Cdk1/Hacd1/Kif14/Abcb1a/Ccl12/Mad2l1/Aurkb/Ccnb1/Pdpn/Cdc7/Cenpf/Rad51b/Dbf4/E2f6/Gen1/Ddb1/Inhba/Anxa1/Topbp1/Pkd2/Cdc45/Cdc6/Pml/Ctdspl/Tcf19/Ier3/Birc5/Chek1/Cit/Iqgap3/Rad51c/Rcc1/Pole/Mastl/Tacc3/Dtl/Cdca5/Clspn/Trip13/Pidd1/Anapc15/Npat/Bcl2/Xrcc3/Rcc2/Chek2/Rhou/Ddx3x/Cdk4/E2f7/Id2/Dcun1d3/Syf2/Zc3h12d/Rptor/Mtbp/Cdk2/Brca1/Atm/Prkdc/Psme2/Mecp2/Cdkn2c/Rpa2/Jade1/Anapc1/Rbl1/Chmp2a/Rps6/Cdk2ap2/Mre11a/Ezh2/Chmp4b/Terf1/Rfwd3/Cdc25b/Plk3/Tpr/Eps8/Blm/Cep192/Zfp36l1/Anp32b/Fbxo31/Phb2/Ccne2/Larp7/Psmg2/Dgkz/Rad21/Anapc11/Kank2/Calm2/Rdx/Akt1/Clasp2/Cdc25c",111
"BP","GO:0002218","activation of innate immune response","68/2780","164/23210",1.04588991160397e-21,2.64915198860021e-19,1.62617532308599e-19,"Acod1/Ifi208/Rsad2/Ifi209/Nfkbia/Cd300lf/Irf7/Havcr2/Ifi214/Tnfaip3/Ddx58/Irgm2/Tnip1/Clec4e/Ddx60/Dhx58/Mndal/Irak3/Peli1/Smpdl3b/Ticam1/Tlr9/Ifih1/Tlr1/Irf1/Tlr5/C1qbp/Lgals9/Treml4/Nod2/Trim30a/Ifi204/Ifi211/Tifa/Tlr4/Irak2/Matr3/Tlr3/Ifi203/Ticam2/Tbk1/Hspd1/Tnf/Cd300a/Cd86/Riok3/Ptpn22/Prkdc/Lrrfip2/Ptprs/Myd88/Cd36/Nlrp6/Tmem173/Xrcc6/Colec12/Rtn4/Prkce/Otud4/Hmgb1/Traf3/Pik3ap1/Hexim1/Nr1d1/Rps6ka3/Sfpq/Tnip2/Lyn",68
"BP","GO:0044770","cell cycle phase transition","116/2780","394/23210",5.97563687438182e-21,1.45303586237468e-18,8.91942430302466e-19,"Ube2c/Susd2/Slfn1/Ccna2/Plk1/Ccnb2/Bub1/Cks1b/Bub1b/Ndc80/Stil/Fbxo5/Ttk/Cenpe/Ticrr/Cdk1/Hacd1/Kif14/Abcb1a/Ccl12/Mad2l1/Aurkb/Ccnb1/Pdpn/Cdc7/Cenpf/Rad51b/Dbf4/E2f6/Gen1/Ddb1/Inhba/Anxa1/Topbp1/Pkd2/Cdc45/Cdc6/Pml/Ctdspl/Tcf19/Ier3/Birc5/Chek1/Cit/Iqgap3/Rad51c/Rcc1/Npm1/Pole/Fam83d/Mastl/Tacc3/Dtl/Cdca5/Clspn/Trip13/Pidd1/Anapc15/Npat/Bcl2/Xrcc3/Rcc2/Chek2/Rhou/Ddx3x/Cdk4/E2f7/Id2/Dcun1d3/Syf2/Zc3h12d/Tipin/Rptor/Mtbp/Cdk2/Brca1/Atm/Prkdc/Psme2/Mecp2/Cdkn2c/Rpa2/Jade1/Anapc1/Rbl1/Chmp2a/Rps6/Cdk2ap2/Mre11a/Ezh2/Chmp4b/Terf1/Rfwd3/Cdc25b/Plk3/Tpr/Eps8/Blm/Cep192/Zfp36l1/Anp32b/Fbxo31/Phb2/Ccne2/Larp7/Psmg2/Dgkz/Rad21/Timeless/Anapc11/Kank2/Calm2/Rdx/Akt1/Clasp2/Cdc25c",116
"BP","GO:0050727","regulation of inflammatory response","108/2780","354/23210",6.83210790716809e-21,1.59739938337211e-18,9.80559616636068e-19,"Nos2/Ccl5/Ptgs2/Tarm1/Acod1/C3/Socs3/Il6/Slc7a2/Acp5/Cebpb/Adora2a/Usp18/Cd28/Tnfrsf1b/Cst7/Nupr1/Nfkbia/Pbk/Jak2/Zc3h12a/Bst1/Adora2b/Il1r1/Tnfaip3/Fcgr1/Cfh/Il1rl1/Pde5a/Tnip1/Fcgr2b/Trem2/Dnase1l3/Smpdl3b/Fancd2/Ticam1/Tlr9/Siglece/Clcf1/Hgf/C1qbp/Gprc5b/Adrb2/Lgals9/Rabgef1/Sbno2/Nod2/Anxa1/Tgm2/Mefv/Il10/Tnfsf4/Ier3/Napepld/Tlr4/Pdcd4/Il1b/Pparg/Il17ra/H2-T23/Aoah/Bcl6/Per1/C1qtnf12/Stap1/Osm/S100a8/Tlr3/Akna/Fabp4/Casp1/Lta/Cx3cr1/Il1rl2/Slamf8/Ctsc/Cd200/Adcy7/Dhx9/Hspd1/Cnr2/Cd44/Tnf/Lpl/Atm/Ccr2/Vamp7/Zfp36/Myd88/Dicer1/Cd276/Nlrp6/Tmem173/Phb/Spn/Serpine1/Susd4/Mcph1/Il12b/S100a9/Fanca/Pik3ap1/Nr1d1/Spata2/Park7/Pde2a/Rps19/Lyn",108
"BP","GO:0006323","DNA packaging","68/2780","169/23210",7.73208690468435e-21,1.74086504791023e-18,1.06862565602753e-18,"Nusap1/H3c7/H3c11/Parp10/H3c13/H3c10/H3c6/Nap1l1/Ncapd3/H3c8/H1f5/Suv39h1/Daxx/Cdk1/Top2a/H1f1/H2bc12/Ccnb1/Smc4/H1f3/H2bc3/Ncaph/H2bc7/H2bc14/H4c6/Hist1h4n/Oip5/Asf1b/H4c8/H4c12/Mcm2/Smc2/H4c1/Ncapd2/H2bc9/H4c3/H4c4/Ncapg/H4c2/H3c3/Asf1a/Mis18a/Npm1/Banf1/Cenpv/Cdca5/Hist1h2bp/H2bc18/Smarcc1/Atrx/Ncapg2/Hells/Spty2d1/Smarca2/Cenpp/Noc2l/H4c14/Brd2/H2bc21/Tpr/Mcph1/H2bu1-ps/Smyd3/Sirt6/Hmgb1/Tnp2/H3c1/H3f3a",68
"BP","GO:0051052","regulation of DNA metabolic process","123/2780","440/23210",4.61078641826517e-20,1.00103466559407e-17,6.14482626043234e-18,"Ccna2/Met/Il6/Nek2/Cd28/Rad51ap1/Zranb3/Cd40/Fbxo5/Tfrc/Ticrr/H1f5/Suv39h1/Cdk1/H1f1/Aurkb/H1f3/Cdc7/Esco2/Parpbp/Nucks1/Parp9/Pnp/Myc/Clcf1/Hgf/Dbf4/Fgfr1/Rad51/Brca2/Fignl1/Lmna/Pml/Tnfsf4/Ier3/Chek1/Dna2/Rad18/Usp9x/Mis18a/Pparg/Mlh1/Npm1/Dtx3l/Bcl6/Tfdp1/Morc2a/Ptk2b/Cct2/Rad50/Wdr18/Ylpm1/Chek2/Cct5/Dhx9/E2f7/Rif1/Cct4/Tipin/Atrx/Polq/Pnkp/Pdgfb/Cdk2/Anxa3/Brca1/Atm/Prkdc/Mecp2/Parn/Stag2/Hnrnpa2b1/Rpa2/Acvrl1/Fancb/Src/Parp3/Hdac10/Mre11a/Rfc4/Smc3/Terf1/Id3/Nsd2/Smg7/Apaf1/Pms2/Blm/Fh1/Vegfa/Eya1/Gja1/E2f8/Il27ra/Pds5a/Setdb1/Dnmt3l/Atr/Fignl2/Aicda/Gtpbp4/Sirt6/Otud4/Hmgb1/Fam168a/Rfc5/Timeless/Ddx11/Trp53bp1/Thoc1/Ube2v2/Trim28/Ankle1/Dusp1/Stn1/Smc1a/Akt1/Chtf18/Cbx8/Dnajc2/Kcnq1ot1/Gmnn/Usp1",123
"BP","GO:0044403","symbiont process","104/2780","343/23210",6.0184566330307e-20,1.26159303007564e-17,7.74425726464386e-18,"Ccl5/Gbp2/Isg15/Gbp3/Isg20/Zbp1/Oasl1/Gbp7/Rsad2/Parp10/Zc3h12a/Trim59/Rock2/Irgm2/Top2a/Tnip1/Gbp9/Oas1b/Oas1g/Nectin2/Irgm1/Gas6/Stat1/Nucks1/Adar/Bst2/Myc/Oas3/Oas1a/Trim6/Ddb1/Trim30a/Pml/Trim25/Napepld/Oas1c/Nectin4/Serpinb9/Icam1/Banf1/Kpna2/Rest/Eif3l/Ifitm1/Cav2/Morc2a/Snw1/Igf2r/Rab43/Trim21/Rad50/Bcl2/Atg5/Ist1/Ddx3x/Ifitm6/Dhx9/Gpr15/Hspd1/Oasl2/Tnf/Arg1/Slc20a2/Trem3/Fn1/Ilf3/Zfp36/Ulk1/Chmp2a/Dicer1/Mre11a/Chmp4b/Stau1/Smc3/Ppih/Apobec3/Notch1/Tbc1d20/Nectin1/Vps37b/Ccl4/Trim27/Zfp72/Fmr1/Bak1/Trim14/Ulk2/Setdb1/Cxcl5/Aicda/Gsn/Eif3b/Pias4/Ssb/Thoc3/Lgals1/Thoc1/Trim28/Snx3/Ppia/Oas1f/Thoc2/Vps16/Lrsam1",104
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","86/2780","259/23210",1.72521322703596e-19,3.49585706905052e-17,2.14592311924297e-17,"Ube2c/Slfn1/Plk1/Bub1/Bub1b/Ndc80/Stil/Fbxo5/Ttk/Cenpe/Ticrr/Cdk1/Hacd1/Kif14/Ccl12/Mad2l1/Aurkb/Ccnb1/Pdpn/Cdc7/Cenpf/Rad51b/Dbf4/Gen1/Ddb1/Anxa1/Topbp1/Pkd2/Cdc45/Cdc6/Pml/Ctdspl/Ier3/Birc5/Chek1/Rad51c/Dtl/Cdca5/Clspn/Trip13/Pidd1/Anapc15/Bcl2/Xrcc3/Rcc2/Ddx3x/Cdk4/E2f7/Id2/Dcun1d3/Syf2/Zc3h12d/Rptor/Mtbp/Cdk2/Brca1/Atm/Prkdc/Psme2/Mecp2/Rpa2/Jade1/Rbl1/Cdk2ap2/Mre11a/Ezh2/Terf1/Rfwd3/Cdc25b/Plk3/Tpr/Blm/Cep192/Zfp36l1/Anp32b/Fbxo31/Phb2/Larp7/Psmg2/Dgkz/Rad21/Anapc11/Kank2/Rdx/Akt1/Cdc25c",86
"BP","GO:0002703","regulation of leukocyte mediated immunity","84/2780","250/23210",1.9610444788503e-19,3.84554496352613e-17,2.36057815875189e-17,"Rasgrp1/C3/Il6/Slamf1/Rsad2/H2-T10/H2-M2/Cd28/Tnfrsf1b/Il4ra/Cd40/Havcr2/Adora2b/Il1r1/Tfrc/Traf2/Ddx58/Fcgr1/H2-Q4/H2-T24/Malt1/Slamf6/Nectin2/Fcgr2b/Cadm1/Dnase1l3/Ticam1/Pnp/Tlr9/Clcf1/Il18/Fgr/Lgals9/Rabgef1/Nod2/Tnfsf4/Tap1/Syk/Tlr4/Il1b/Mlh1/H2-T23/Serpinb9/Bcl6/Tlr3/Il12a/Pvr/Lta/Dusp22/Hmox1/Ddx1/Ulbp1/Arid5a/Clec2d/Rac2/Rif1/Hspd1/Tnf/Cd300a/Vav1/Sphk2/Arg1/Ccr2/Vamp7/Parp3/H2-M3/Mill2/Ddx21/Nsd2/D6Wsu163e/Spn/Pms2/Susd4/Il27ra/Cxcl5/Il12b/Hmgb1/Ptafr/H2-Q1/Trp53bp1/Thoc1/Unc13d/Lyn/H2-Q10",84
